Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-08-29,9560,40,Other,23.9,6.59,6.69,8,71,234,113,5.288297525630411,7,6,7
2024-11-07,3081,18,Female,23.25,5.64,6.39,8,13,89,166,8.326139505890072,9,8,4
2024-05-31,4161,46,Female,22.67,4.26,5.59,4,66,84,74,8.347562577452868,10,6,1
2024-07-17,4807,30,Female,22.43,4.31,5.88,10,25,3,36,7.8695178499936835,2,8,7
2024-06-29,2788,50,Female,20.92,1.59,4.67,4,29,241,4,11.942654359059187,10,3,10
2024-11-21,5745,59,Male,23.92,4.42,4.5,10,73,207,18,9.40954199661953,9,8,10
2024-02-09,9770,36,Female,22.75,4.95,6.2,3,14,56,37,4.8660359716105495,3,7,7
2024-10-02,1233,19,Male,23.77,7.0,7.23,4,6,258,24,5.071406099886199,9,7,7
2024-10-08,5071,35,Other,20.02,0.61,4.59,8,35,190,74,7.38921075562235,6,10,10
2024-05-08,6493,20,Male,20.02,2.09,6.07,1,30,64,121,4.264745053958984,6,9,10
2024-07-14,2383,21,Other,23.0,3.83,4.83,5,54,148,157,4.97661421893231,5,2,3
2024-03-19,9934,54,Other,21.13,2.58,5.45,6,44,224,15,9.589120305144316,1,6,2
2024-04-04,9556,25,Male,20.2,5.17,8.97,9,33,99,113,7.26489561649386,10,7,5
2024-06-27,1087,34,Male,21.48,3.93,6.45,6,7,186,29,6.027478393010131,2,5,9
2024-06-06,5925,46,Other,21.42,5.13,7.72,9,41,48,17,8.38929596609244,9,8,6
2024-02-23,5599,58,Male,22.55,5.52,6.97,4,83,41,95,6.859820714865173,9,7,9
2024-10-29,6361,22,Other,22.55,7.09,8.54,9,45,240,51,9.96356623464067,6,5,5
2024-09-21,7748,44,Male,23.38,7.29,7.91,3,73,33,59,9.904026264422752,3,4,9
2024-08-24,4161,30,Male,23.42,4.83,5.41,8,60,254,44,11.963731707972197,6,9,9
2024-12-24,9534,37,Other,21.33,6.59,9.26,5,80,200,161,7.49789954479741,2,9,3
2024-03-11,6147,26,Other,20.88,3.62,6.74,7,12,10,34,11.096206187406832,7,5,6
2024-07-03,1882,52,Female,22.62,6.08,7.46,5,77,290,156,8.561208896013472,9,6,10
2024-03-24,4289,38,Male,22.75,3.26,4.51,10,6,129,25,8.057997658686622,5,8,10
2024-06-15,7611,28,Female,23.68,6.92,7.24,10,88,122,18,10.211536445474145,3,1,10
2024-09-18,7430,48,Male,20.18,4.48,8.3,10,1,233,3,6.939730556711505,6,7,7
2024-12-31,5387,27,Female,20.47,1.97,5.51,10,21,109,166,11.461734112068672,10,3,8
2024-07-06,3397,36,Other,23.95,5.66,5.71,10,22,139,8,5.195342215290166,2,4,1
2024-09-15,9230,48,Other,23.23,6.87,7.64,5,57,104,62,8.557412692597609,5,1,6
2024-11-02,8609,23,Male,21.72,3.67,5.96,7,57,136,22,11.61435686542663,4,7,8
2024-07-17,1506,53,Female,20.1,1.59,5.49,3,11,47,160,8.605047120733738,6,9,5
2024-12-02,7058,53,Female,23.75,8.43,8.68,3,66,266,147,8.652077813767836,5,4,8
2024-04-09,3786,51,Female,23.45,8.95,9.5,5,12,227,8,6.89831422113621,9,10,7
2024-06-26,3641,51,Male,20.73,2.68,5.95,4,72,135,93,5.092306218701621,4,2,2
2024-04-26,7922,53,Other,22.38,4.87,6.49,1,29,120,71,6.737800339119871,3,3,5
2024-02-08,1352,59,Male,21.07,1.85,4.78,3,60,236,74,11.856677920460625,9,4,10
2024-07-29,8690,24,Male,20.72,5.33,8.61,6,52,282,134,4.572149886249726,9,4,8
2024-07-31,7258,21,Female,21.47,2.03,4.56,1,33,218,111,8.200570205270182,6,4,9
2024-12-24,3113,59,Female,23.03,7.18,8.15,2,27,158,144,10.630894571744445,7,9,9
2024-10-27,7021,31,Other,21.17,3.88,6.72,2,16,109,35,7.38850525799638,1,6,7
2024-07-05,3554,28,Female,22.73,6.55,7.82,9,24,213,74,9.256855787869682,2,6,3
2024-06-26,3735,57,Other,23.08,4.05,4.97,2,15,57,116,8.718039374242164,5,8,2
2024-02-16,3933,37,Other,22.78,3.82,5.04,6,2,165,86,4.234979708998444,5,8,2
2024-11-22,9262,50,Other,23.72,7.32,7.6,2,45,106,123,8.612240836764496,6,6,8
2024-09-12,8468,45,Male,23.18,7.97,8.79,8,11,189,39,5.68452852678884,4,9,5
2024-08-01,2198,26,Male,22.97,6.21,7.24,9,49,150,11,9.332528754277863,3,6,8
2024-01-16,7073,25,Female,22.08,3.84,5.76,2,41,298,51,8.359858246798323,4,8,3
2024-02-28,7178,25,Other,23.82,6.15,6.34,5,66,101,26,10.985635518181475,9,10,1
2024-09-03,1632,58,Male,21.73,5.62,7.89,7,9,126,156,9.870838599745824,3,7,10
2024-12-31,5020,35,Female,22.08,2.86,4.78,7,63,296,109,11.851483101708762,5,8,8
2024-11-16,9066,46,Female,21.53,4.64,7.11,7,57,116,0,5.813144222492817,7,8,3
2024-03-02,4858,33,Other,20.35,2.74,6.39,5,4,279,128,8.353364212920216,5,3,7
2024-05-21,5858,23,Female,23.12,5.81,6.7,8,9,66,140,7.8430705977725665,4,6,6
2024-08-06,5372,46,Male,21.38,6.57,9.18,10,19,60,123,9.804720399302765,1,9,5
2024-09-28,1031,37,Male,22.73,6.32,7.58,9,44,271,19,8.027214132401209,4,7,4
2024-10-15,4562,30,Male,21.6,3.26,5.66,6,78,182,97,5.217466505572571,4,2,10
2024-07-30,5783,58,Other,21.8,5.88,8.08,9,39,45,57,9.303297462192715,5,9,9
2024-09-02,7834,33,Other,22.37,7.08,8.71,5,51,194,123,9.939426429824483,6,6,2
2024-08-15,3175,48,Male,22.95,4.15,5.2,10,52,84,1,4.077448682237196,3,5,9
2024-08-09,6144,52,Male,23.37,7.62,8.25,1,79,277,141,11.312513156259651,7,5,3
2024-10-06,8519,22,Male,23.77,8.95,9.19,2,2,294,91,10.830554174906323,10,8,2
2024-08-25,9748,56,Other,20.13,5.24,9.1,1,37,56,160,10.982784575791666,5,4,1
2024-03-08,4066,29,Female,20.58,5.82,9.23,7,32,47,32,8.607778007761311,5,10,5
2024-10-25,7339,27,Female,21.18,5.2,8.02,9,17,207,18,10.057294790576773,6,6,10
2024-12-16,5734,27,Female,22.37,3.86,5.5,10,48,181,60,8.746834607189442,2,2,8
2024-07-26,2987,31,Female,20.7,1.27,4.57,10,35,285,115,9.618734634341086,10,10,7
2024-07-02,7772,59,Other,23.1,7.03,7.93,10,49,147,27,7.338954255663734,8,9,7
2024-01-05,3414,26,Female,21.7,4.45,6.75,2,57,187,147,6.7413898177365805,2,10,9
2024-11-10,3813,48,Female,21.02,3.48,6.46,10,87,252,172,11.71150431548832,2,9,4
2024-07-25,2155,22,Female,23.72,7.19,7.47,3,58,192,115,4.452060694867924,1,6,6
2024-04-15,8442,49,Female,20.48,4.48,8.0,1,49,110,95,5.008488334699182,6,6,3
2024-12-02,4305,21,Male,20.1,2.17,6.07,3,7,256,7,4.43362130803514,9,4,7
2024-06-27,6044,54,Other,21.58,5.55,7.97,3,52,153,117,5.057433806082682,10,10,5
2024-05-06,8658,56,Other,21.05,2.05,5.0,9,8,65,52,9.885706803858177,4,5,9
2024-04-06,4261,45,Other,21.22,5.35,8.13,6,35,187,140,4.297476093866082,4,1,5
2024-08-08,1322,46,Female,20.75,1.96,5.21,4,56,237,37,6.254876862228215,10,2,1
2024-03-21,4096,22,Female,23.15,7.99,8.84,3,66,209,118,4.168192694983335,7,1,1
2024-08-19,4013,51,Female,21.5,6.88,9.38,4,12,217,12,5.9992755948004834,5,7,9
2024-10-19,9809,46,Male,23.07,4.79,5.73,9,27,277,84,7.7530264934183,3,3,10
2024-02-22,1436,19,Male,22.18,3.4,5.22,5,8,70,16,7.879587517937814,6,7,3
2024-12-31,4290,47,Female,22.55,4.84,6.29,10,11,232,86,9.222896518243296,1,4,10
2024-05-04,4066,40,Male,20.7,4.59,7.89,6,73,1,47,7.965050735227841,1,6,4
2024-04-30,3748,46,Female,21.95,3.38,5.43,6,52,69,8,8.140914326063532,7,5,10
2024-09-03,2082,18,Female,22.43,3.81,5.38,5,76,244,176,5.516953289583332,9,2,7
2024-08-11,6163,43,Male,23.72,5.49,5.78,4,22,103,87,4.699215087143618,3,2,6
2024-12-13,8856,58,Other,23.1,8.12,9.02,7,70,177,81,7.299662774838663,5,2,1
2024-01-27,3567,51,Female,22.85,6.46,7.61,6,50,190,167,9.531555419322492,10,2,8
2024-05-18,8065,31,Other,21.18,3.19,6.0,9,6,38,114,9.167202199532845,7,9,6
2024-05-17,9268,25,Male,21.23,4.84,7.61,1,18,285,8,6.968460236618483,10,1,3
2024-06-10,2914,35,Male,20.1,4.09,7.99,1,12,268,41,10.792012408602556,5,10,5
2024-10-18,6922,40,Male,23.93,5.58,5.65,10,30,134,6,10.251145841793903,8,4,7
2024-08-31,8532,25,Female,21.03,3.15,6.12,6,70,69,90,5.2619249264340615,6,6,3
2024-05-03,1111,32,Other,21.8,4.4,6.6,1,18,131,81,6.075477807562301,8,7,10
2024-08-29,8806,39,Other,23.25,4.93,5.68,5,40,44,83,11.977650645982862,5,9,2
2024-01-31,5342,47,Female,22.67,3.86,5.19,6,47,277,29,8.741804397791508,10,4,7
2024-07-21,9441,56,Other,23.02,7.78,8.76,4,11,52,16,5.418037419018348,8,8,5
2024-12-26,2107,40,Male,22.15,3.17,5.02,4,79,49,147,8.026213759090105,5,10,10
2024-04-29,6958,38,Other,23.52,7.23,7.71,7,83,211,31,8.095016868362535,8,1,10
2024-06-29,8897,51,Female,23.07,6.94,7.87,2,49,23,173,11.265380650694294,2,6,10
2024-12-19,5830,30,Male,22.63,6.12,7.49,4,62,9,153,7.409317263294546,6,2,4
2024-01-18,2761,25,Other,23.2,7.63,8.43,1,65,102,154,5.720103770676,3,4,3
2024-12-08,8745,33,Female,23.72,7.62,7.9,4,55,103,150,5.44487690005646,7,5,8
2024-10-05,9201,44,Male,22.0,6.72,8.72,3,7,225,126,7.836923789870992,2,4,1
2024-07-07,3824,39,Male,21.37,1.99,4.62,9,24,19,72,7.809903066811122,2,5,8
2024-11-09,8711,29,Female,23.17,3.73,4.56,6,79,250,98,8.534702650683734,9,1,4
2024-02-01,2797,58,Other,22.47,4.65,6.18,9,10,130,47,8.64843775148504,7,6,3
2024-03-26,8153,59,Male,20.65,4.26,7.61,8,66,257,43,11.251871443969687,8,2,4
2024-11-08,8774,58,Female,22.6,4.09,5.49,4,57,137,62,8.88683210465562,3,9,5
2024-04-14,4049,29,Female,23.02,5.46,6.44,8,83,161,145,4.852746068033754,3,10,3
2024-05-16,1639,54,Female,22.18,5.65,7.47,8,42,177,97,6.761890462454032,8,5,5
2024-11-22,5671,29,Male,23.65,6.88,7.23,1,12,180,169,6.9493710680105725,2,3,1
2024-08-05,1946,29,Other,23.88,5.7,5.82,7,58,7,50,9.65747141849966,10,6,6
2024-01-12,9471,34,Male,21.68,3.53,5.85,10,69,78,167,9.764931707774414,6,6,1
2024-05-14,3038,55,Other,23.47,6.86,7.4,3,89,147,109,6.937084466429706,6,7,5
2024-03-23,8963,56,Male,23.93,5.16,5.23,8,84,79,150,5.685445296032365,5,4,3
2024-12-16,3330,49,Male,20.6,1.52,4.92,6,36,113,119,11.549503461985896,1,2,1
2024-12-27,3617,52,Female,22.18,7.67,9.48,7,8,55,55,9.073299874571347,8,4,4
2024-07-21,4854,35,Male,20.17,4.07,7.9,8,83,196,44,9.896060144493479,4,4,7
2024-10-30,6984,26,Female,22.85,5.99,7.14,5,59,132,26,6.658201065018876,3,3,4
2024-08-23,1988,56,Other,22.23,3.17,4.94,9,54,129,75,5.918586548600273,7,5,7
2024-08-04,5088,52,Male,21.73,4.7,6.97,4,70,213,81,10.183878036567613,6,7,8
2024-11-27,7105,47,Other,23.7,6.45,6.75,10,7,229,19,6.405057476835736,3,4,2
2024-05-19,6429,41,Female,21.3,4.94,7.64,4,77,149,131,8.369872511627104,2,10,2
2024-03-22,5126,59,Female,21.97,7.05,9.08,5,54,265,70,11.953094508653257,7,8,1
2024-12-16,9431,45,Other,20.52,1.43,4.91,7,46,153,117,6.179400711627404,8,5,3
2024-12-19,3414,52,Male,22.75,5.58,6.83,4,52,158,95,6.159347991302613,4,6,3
2024-08-24,2310,49,Other,22.63,5.65,7.02,3,73,91,154,7.020618786531672,8,3,2
2024-03-15,2863,34,Female,20.63,2.47,5.83,8,29,242,51,6.330507129241077,5,5,4
2024-07-15,8817,47,Female,23.08,7.99,8.91,4,11,84,48,4.0761598310094485,3,5,10
2024-08-16,2927,47,Male,22.33,3.54,5.21,3,5,297,143,8.895433295321826,6,8,4
2024-08-19,3566,28,Male,22.85,5.52,6.67,5,29,10,152,11.786832902343917,9,3,7
2024-02-04,8655,30,Other,20.5,2.2,5.7,3,15,177,13,9.108044207162143,7,3,6
2024-07-26,8889,46,Male,20.92,3.65,6.73,4,19,36,101,7.804909690013462,5,6,6
2024-04-16,2294,51,Other,22.27,3.59,5.32,5,51,1,44,8.89313867068778,10,1,5
2024-05-28,8038,45,Other,21.0,3.13,6.13,4,46,108,17,5.582565514096906,8,4,2
2024-03-30,1050,57,Female,23.65,6.24,6.59,5,5,169,29,10.417560567674586,5,3,3
2024-08-24,3944,21,Male,21.35,3.62,6.27,7,26,139,151,10.48267894184454,1,10,8
2024-06-21,5442,58,Other,20.25,0.89,4.64,7,40,145,163,7.314006846560797,5,5,3
2024-12-06,7815,46,Other,23.65,6.67,7.02,6,37,259,173,7.784380035692364,10,6,6
2024-02-19,4305,26,Female,20.45,2.45,6.0,8,50,41,166,7.638515770390068,3,4,2
2024-03-13,5496,32,Male,23.97,6.77,6.8,10,43,246,79,6.159362283719227,8,4,8
2024-06-27,6009,40,Male,22.83,4.23,5.4,2,79,201,116,5.349683654055589,9,10,9
2024-05-31,4476,59,Other,22.55,4.62,6.07,2,89,138,176,7.708613017909376,9,2,9
2024-11-16,6111,57,Other,20.1,4.15,8.05,6,65,170,132,7.336882731724872,10,3,3
2024-03-12,6440,41,Male,22.48,4.08,5.6,6,50,253,106,8.556501925319331,2,3,4
2024-04-14,5862,29,Other,23.12,4.67,5.55,2,74,119,133,8.045164728172004,7,1,4
2024-12-05,7389,27,Male,20.9,3.67,6.77,6,57,184,130,7.916317482018426,6,2,9
2024-06-06,7495,30,Female,23.87,9.35,9.48,7,60,134,171,7.020368436873018,7,10,10
2024-08-20,5449,22,Female,20.45,1.63,5.18,2,18,168,13,6.183677509251285,10,8,8
2024-03-08,6754,55,Other,23.72,5.48,5.76,9,17,48,153,7.44196797230997,6,1,4
2024-04-27,6386,57,Female,20.92,5.96,9.05,7,63,140,21,7.622180566090361,1,1,1
2024-02-07,1758,42,Female,20.53,1.84,5.3,6,56,97,61,7.0775525843725475,7,3,2
2024-10-05,8368,19,Male,21.43,6.9,9.46,4,4,128,149,9.746299905295277,8,1,2
2024-10-05,2741,35,Male,21.72,3.6,5.88,7,89,279,168,6.203251040477968,7,2,8
2024-11-11,7351,20,Male,20.85,5.63,8.78,10,29,26,131,10.608697276512228,2,6,10
2024-04-27,9809,53,Female,23.08,7.95,8.86,6,78,220,88,7.017473155385203,3,2,10
2024-12-31,3485,56,Other,20.88,5.06,8.18,2,73,29,107,9.830223514313978,6,8,1
2024-02-02,6733,38,Other,22.22,5.87,7.66,10,86,102,38,9.590321690278218,6,4,9
2024-06-23,6064,40,Other,23.7,4.83,5.13,9,63,187,152,6.612901442094354,3,6,6
2024-05-03,7421,52,Male,22.53,4.13,5.59,8,66,12,49,8.612658956045141,9,2,8
2024-12-19,3143,40,Male,23.03,4.6,5.56,7,73,82,23,5.26263217959312,1,8,10
2024-12-07,9953,34,Other,20.93,2.59,5.65,8,5,101,172,4.899744311233717,2,7,6
2024-03-21,3591,25,Female,20.5,1.94,5.44,7,8,155,61,11.66807302842787,3,7,8
2024-08-10,7334,36,Male,23.42,6.05,6.64,2,34,76,102,11.937492828632333,3,1,2
2024-03-09,7874,59,Female,21.23,3.92,6.69,4,82,84,125,8.897001137496776,1,4,6
2024-07-23,9936,18,Other,20.23,2.61,6.38,10,48,168,158,6.564084265054409,10,9,3
2024-07-01,7064,56,Other,21.0,1.73,4.73,6,51,3,0,9.849096995204956,2,3,1
2024-05-17,4522,21,Male,20.7,3.03,6.33,1,50,29,38,5.696313336934294,1,9,1
2024-09-03,6387,19,Male,23.98,9.05,9.06,4,60,107,98,11.22203736666335,7,2,8
2024-05-28,5647,39,Male,23.42,4.97,5.55,1,59,22,168,11.252978920294357,4,3,7
2024-07-07,5864,47,Male,22.62,6.97,8.35,6,68,245,57,11.91389462218167,5,2,4
2024-07-03,6048,57,Male,20.85,3.55,6.7,5,49,49,15,8.83559650271011,2,6,2
2024-03-20,6405,51,Female,20.35,0.89,4.54,6,55,254,155,10.321606592308479,2,4,1
2024-02-05,9207,56,Other,23.93,7.01,7.08,7,72,244,89,4.344804275666649,6,10,9
2024-09-16,9989,28,Other,22.82,6.67,7.85,4,2,231,26,5.49647776450244,10,6,5
2024-06-03,4665,30,Other,23.22,7.3,8.09,6,83,27,22,10.69934087072775,3,6,10
2024-08-01,6574,32,Female,23.08,5.97,6.88,2,30,279,34,8.588298393300839,9,8,6
2024-05-09,1206,57,Other,23.88,5.34,5.46,6,20,21,124,11.804960925726913,7,5,6
2024-09-14,5905,55,Other,20.2,3.45,7.25,6,9,241,119,10.402548548794002,9,5,9
2024-07-29,5064,54,Other,22.2,6.27,8.07,6,7,42,137,6.322475054736005,4,8,5
2024-02-15,5056,23,Male,23.45,6.18,6.73,4,24,12,166,10.60809080399697,6,2,4
2024-09-13,3562,53,Other,21.4,2.73,5.33,3,6,7,43,11.189497818219253,8,9,1
2024-07-14,7847,35,Female,23.27,8.0,8.73,1,44,88,2,10.137666507403765,1,6,6
2024-02-08,6926,53,Male,22.88,6.98,8.1,7,40,184,155,9.800833353714157,5,4,7
2024-12-20,1857,24,Female,20.6,4.92,8.32,8,58,19,81,8.208988894230217,4,3,7
2024-03-02,1785,44,Other,21.92,2.96,5.04,8,10,106,11,6.068931916471461,3,2,3
2024-05-15,7675,25,Other,23.5,6.97,7.47,6,25,80,156,5.305020219634781,6,2,5
2024-05-09,4718,43,Female,22.23,5.15,6.92,10,32,194,175,7.365446216612086,1,4,1
2024-01-02,7492,23,Other,23.38,7.38,8.0,10,23,117,60,8.706505517914913,7,2,3
2024-10-20,1815,42,Male,20.38,4.84,8.45,9,74,252,56,8.645654960056333,6,5,1
2024-06-12,3304,45,Male,22.9,3.56,4.66,7,57,125,25,11.689790208299804,1,9,5
2024-10-11,1750,58,Other,22.83,6.09,7.25,7,34,45,56,6.3925047857334425,2,5,1
2024-08-19,9341,43,Female,21.95,6.2,8.25,9,56,139,158,7.913299503199518,6,2,6
2024-12-02,4067,54,Female,20.78,5.81,9.02,5,68,211,70,6.79336878425087,1,7,3
2024-06-21,9766,23,Other,21.43,2.81,5.37,4,4,194,178,11.116153169353975,5,1,9
2024-06-02,9488,40,Other,21.15,3.62,6.47,7,25,259,106,6.379401722903093,2,10,3
2024-02-19,3940,43,Female,22.87,3.98,5.11,6,34,233,52,6.97241493634922,4,10,4
2024-02-29,8751,55,Other,21.28,3.2,5.92,1,50,144,163,6.257887537878478,9,6,8
2024-04-19,8503,37,Other,23.48,5.08,5.59,1,80,297,117,8.737577333002314,2,5,1
2024-10-06,8089,39,Other,23.42,5.35,5.93,7,60,286,26,11.428939775915534,9,10,10
2024-10-24,1013,53,Other,22.68,4.0,5.31,10,9,6,80,7.042546737219339,5,5,7
2024-01-07,8831,51,Female,20.47,3.68,7.22,1,44,16,163,8.090983294433528,7,2,2
2024-04-01,8028,59,Male,22.17,3.59,5.43,8,54,55,78,5.5003383200400355,3,8,9
2024-07-20,7575,25,Male,21.47,5.01,7.54,10,8,30,95,6.470274452222181,5,5,6
2024-08-19,4544,59,Other,22.4,5.38,6.98,3,0,123,116,11.036619792274617,9,1,6
2024-03-03,5837,57,Other,20.57,1.8,5.23,10,10,190,55,11.138834967521078,7,10,8
2024-09-12,1308,44,Male,21.22,6.6,9.38,8,5,5,126,6.112200471196775,3,3,2
2024-12-26,5898,22,Other,21.5,2.05,4.55,6,86,79,43,5.985383358466995,4,5,1
2024-11-14,7001,33,Female,20.53,2.81,6.27,8,2,32,153,5.906101200530021,6,3,9
2024-01-28,9278,43,Male,23.6,8.16,8.56,1,7,127,130,8.546720306608329,6,4,9
2024-01-04,4290,29,Other,23.5,7.5,8.0,5,16,106,80,8.416806755281842,5,10,2
2024-06-23,2386,52,Female,21.25,2.39,5.14,6,75,4,25,4.295341144618744,3,7,1
2024-04-28,2213,55,Male,21.2,4.18,6.98,2,9,223,59,4.45265727180201,1,9,8
2024-12-14,2779,54,Other,20.97,5.72,8.76,8,44,281,158,5.669340885389931,10,1,7
2024-01-25,9683,21,Male,23.77,9.23,9.47,5,51,39,170,5.749314515064691,1,3,7
2024-05-19,3240,54,Female,21.98,4.23,6.25,7,24,88,130,7.856145262897488,1,4,5
2024-11-22,2527,24,Male,23.55,8.62,9.07,2,42,75,77,8.634865851458613,10,8,8
2024-09-15,6562,26,Female,22.65,3.48,4.83,9,59,288,161,9.85266169487068,1,10,7
2024-06-29,6484,38,Male,21.53,5.06,7.53,2,29,280,120,5.7948500587734815,10,8,2
2024-05-09,9756,58,Other,20.37,5.4,9.03,2,68,59,77,7.747560503094156,9,3,1
2024-04-14,1048,57,Female,22.48,3.27,4.79,7,33,120,169,10.808411090307317,5,1,6
2024-08-21,9457,43,Female,22.73,6.44,7.71,3,3,252,135,7.502312669098132,8,8,1
2024-05-09,1328,50,Other,21.8,6.61,8.81,4,23,120,94,8.892031545437177,3,4,3
2024-05-24,9007,29,Male,22.83,3.91,5.08,10,15,91,8,5.616368998367208,8,9,10
2024-04-28,8869,40,Other,21.82,3.4,5.58,5,3,230,161,9.51777908517327,10,3,3
2024-10-16,2497,52,Male,22.5,6.77,8.27,3,36,11,15,4.004179074691201,10,2,1
2024-03-05,8005,49,Female,21.05,2.47,5.42,3,0,18,32,10.22718230729346,8,3,3
2024-09-21,3659,54,Male,20.53,4.6,8.07,7,25,256,80,11.110531684246649,9,7,4
2024-04-14,7395,22,Other,21.13,5.13,8.0,1,79,56,123,11.196953537468671,6,6,6
2024-11-16,9681,18,Male,20.58,2.28,5.7,1,7,13,23,9.602670995671485,9,9,6
2024-05-08,2014,40,Male,20.22,1.75,5.53,8,22,171,37,8.647239542403273,10,8,5
2024-03-25,8737,20,Male,21.95,5.42,7.47,8,87,4,143,6.937273223094547,3,2,9
2024-04-11,1643,38,Other,21.85,4.78,6.93,6,67,205,74,7.3488971303164,3,8,6
2024-02-26,6284,55,Male,23.42,5.88,6.46,10,41,266,10,5.879155249025515,6,4,10
2024-05-07,4557,29,Other,20.22,5.28,9.06,9,54,105,105,4.296227643285774,10,5,9
2024-01-22,4868,24,Female,22.7,6.13,7.43,3,70,252,93,7.969905433735516,5,2,10
2024-05-21,9867,40,Female,21.08,2.16,5.08,5,14,146,103,6.359409171376728,4,5,10
2024-12-28,3415,35,Other,20.53,2.95,6.41,4,40,274,6,7.986767737530907,10,7,2
2024-07-02,5294,28,Other,23.2,6.68,7.48,2,17,206,54,6.872682164736181,5,2,10
2024-10-01,9908,33,Female,20.55,2.55,6.0,6,21,211,171,6.844069659446612,6,4,5
2024-12-06,8097,48,Other,23.82,8.09,8.27,6,10,78,37,4.563656438607017,2,5,1
2024-08-14,1535,52,Other,21.82,3.05,5.23,3,28,21,1,11.614010041422688,4,6,2
2024-02-20,5991,52,Male,23.2,5.23,6.03,6,51,173,131,10.843063831485585,10,8,2
2024-07-07,3512,55,Female,22.92,5.48,6.57,2,74,203,1,8.853933212450759,2,6,6
2024-12-18,2471,45,Female,23.63,6.72,7.08,10,49,49,82,7.853702031022034,6,5,10
2024-02-14,6526,47,Other,22.25,6.86,8.61,10,40,198,80,7.168983039959345,7,2,3
2024-03-31,4185,23,Female,21.98,6.96,8.98,3,34,57,35,11.950616577830992,8,3,9
2024-06-17,5773,41,Female,20.77,4.09,7.32,5,47,66,168,5.673403337862567,3,7,7
2024-02-01,3725,37,Female,22.08,4.31,6.23,5,45,185,66,8.543377429150055,10,7,1
2024-11-16,6264,39,Female,21.48,3.91,6.43,1,19,143,33,7.8909278217030865,8,6,4
2024-10-16,7520,40,Other,20.38,2.65,6.27,5,79,37,175,4.352280078519781,6,8,5
2024-01-04,2730,40,Male,20.63,1.82,5.18,10,78,4,126,9.159884294723057,6,8,10
2024-04-20,3337,28,Male,22.47,4.25,5.79,9,71,121,176,11.633169581092517,7,5,6
2024-11-03,9536,42,Male,22.95,6.26,7.31,9,65,259,147,5.496457447653519,5,6,4
2024-03-05,2026,54,Male,21.95,6.21,8.26,1,58,250,142,8.444316374324401,4,7,4
2024-07-13,4606,31,Female,20.13,1.88,5.75,3,50,2,45,4.617351149054068,10,2,5
2024-02-12,3743,52,Female,21.3,4.19,6.89,3,19,284,127,8.992639695922808,1,1,6
2024-05-03,8200,30,Male,21.85,4.35,6.5,8,75,168,48,9.166396835419606,4,10,8
2024-07-17,9944,50,Female,21.28,5.22,7.94,1,70,258,35,6.049766369422711,9,4,8
2024-01-16,7400,29,Other,20.35,5.77,9.42,2,17,232,92,5.148878596845298,4,6,10
2024-10-16,8102,21,Female,22.83,6.28,7.45,8,68,138,28,5.3056815795070476,7,1,3
2024-08-13,6349,36,Other,23.83,6.6,6.77,5,77,275,95,9.62647221474022,9,6,5
2024-04-04,4406,34,Male,20.3,1.1,4.8,2,48,36,57,7.394966494093333,4,7,4
2024-02-12,5574,35,Male,23.92,5.79,5.88,4,87,171,174,10.073825706589332,6,7,5
2024-07-04,3281,56,Female,22.77,8.03,9.26,3,18,149,162,5.889628216245379,2,5,10
2024-05-29,5719,52,Other,22.77,6.67,7.9,2,61,147,178,6.623014467742708,3,6,1
2024-02-22,8841,50,Male,22.95,7.6,8.65,2,79,298,169,7.351747581129177,7,1,10
2024-03-18,9475,58,Other,23.32,5.59,6.28,3,52,38,52,9.451100564905147,3,6,6
2024-12-13,7025,33,Male,22.3,4.87,6.57,5,45,249,153,9.99552677431952,4,10,7
2024-11-23,2327,43,Other,20.1,4.35,8.25,9,57,0,81,9.28008071429904,8,6,8
2024-07-08,3945,52,Other,22.23,4.27,6.04,6,17,122,97,5.463139878858918,7,6,5
2024-08-31,6649,57,Male,23.28,4.11,4.83,8,27,14,127,6.34750659831246,2,8,1
2024-03-30,3543,38,Male,23.97,5.25,5.28,6,76,222,179,4.281611649521878,7,1,10
2024-05-19,4320,47,Female,21.33,2.98,5.64,1,79,283,16,4.4625216015162135,1,3,2
2024-06-02,7763,52,Other,22.15,5.15,7.0,7,10,153,128,5.016188581577096,5,10,5
2024-01-08,6804,34,Other,20.0,1.52,5.52,8,30,86,125,7.345529694284387,8,6,4
2024-01-08,1229,41,Female,22.32,5.54,7.22,6,30,247,86,10.260056141487222,7,1,8
2024-03-09,8350,24,Other,21.72,4.89,7.17,5,3,58,93,7.350974713788503,3,8,5
2024-01-27,4973,18,Female,22.85,5.03,6.18,5,14,0,14,9.86273665240513,6,7,7
2024-11-23,7516,39,Other,22.55,8.0,9.45,10,59,65,173,9.471706358584726,6,6,3
2024-12-02,8970,59,Male,23.37,6.44,7.07,9,18,208,7,6.069097342944749,7,3,2
2024-12-04,9603,45,Male,22.65,5.56,6.91,9,75,188,1,10.0410124452874,4,2,1
2024-08-30,5930,51,Female,20.43,4.62,8.18,7,24,139,114,4.587762337633673,9,1,8
2024-11-01,1155,20,Female,23.88,5.96,6.08,5,52,69,178,10.326514915341626,6,3,8
